npi,name,phone,address,city,state,zip,taxonomy,provider_type,website,search_query
1588251854,Anew Era Tms & Psychiatry Of Texas,7148281800,17480 DALLAS PKWY STE 101,Dallas,TX,752877303,"Psychiatry & Neurology, Psychiatry",Organization,https://aneweratms.com/psychiatrist-dallas-tx/,"""Anew Era Tms & Psychiatry Of Texas"" Dallas TX mental health practice"
1750562237,Antonio Roman,2149692953,6116 N CENTRAL EXPY SUITE 915,Dallas,TX,752065162,"Psychiatry & Neurology, Psychiatry",Organization,,"""Antonio Roman"" Dallas TX mental health practice"
1740081595,Apogee Behavioral Medicine Virginia,9722691907,8117 PRESTON RD STE 800,Dallas,TX,752256328,"Psychiatry & Neurology, Psychiatry",Organization,https://apogeebehavioralmedicine.com/locations/,"""Apogee Behavioral Medicine Virginia"" Dallas TX mental health practice"
1912032319,Barry J Fenton,2145207575,3417 GASTON AVE STE 815,Dallas,TX,752462034,"Psychiatry & Neurology, Psychiatry",Organization,,"""Barry J Fenton"" Dallas TX mental health practice"
1053545335,Beacon Behavioral Of Texas,2143833200,22 PRESTIGE CIRCLE SUITE 300,Allen,TX,75002,"Psychiatry & Neurology, Psychiatry",Organization,,"""Beacon Behavioral Of Texas"" Allen TX mental health practice"
1225866114,Beacon Behavioral Of Texas,9725664591,7777 FOREST LN STE 833,Dallas,TX,752302571,"Psychiatry & Neurology, Psychiatry",Organization,https://beaconbh.com/iop-texas/,"""Beacon Behavioral Of Texas"" Dallas TX mental health practice"
1164948097,Behavioral Health Connections,2143201000,"1350 N. BUCKNER BLVD., STE. 100",Dallas,TX,75218,"Psychiatry & Neurology, Psychiatry",Organization,,"""Behavioral Health Connections"" Dallas TX mental health practice"
1700651775,Bella Nguyen Psychiatry,4088283670,5473 BLAIR RD STE 100 PMB 677259,Dallas,TX,752314227,"Psychiatry & Neurology, Psychiatry",Organization,,"""Bella Nguyen Psychiatry"" Dallas TX mental health practice"
1447225420,Bent Tree Psychiatric Assoc,9727337242,6839 COMMUNICATIONS PKWY,Plano,TX,75024,"Psychiatry & Neurology, Psychiatry",Organization,,"""Bent Tree Psychiatric Assoc"" Plano TX mental health practice"
1407328594,Better Living Associates,2144619363,7859 WALNUT HILL LN STE 320,Dallas,TX,752305635,"Psychiatry & Neurology, Psychiatry",Organization,,"""Better Living Associates"" Dallas TX mental health practice"
1912974510,Bluitt-flowers Health Center,2142664200,303 E OVERTON RD BLUITT-FLOWERS HEALTH CENTER,Dallas,TX,752165946,Nurse Practitioner,Organization,,"""Bluitt-flowers Health Center"" Dallas TX mental health practice"
1518635465,Brandi L. Sinclair Lpc,2143632345,5910 N CENTRAL EXPY STE 1820,Dallas,TX,752060946,"Psychologist, Clinical",Organization,,"""Brandi L. Sinclair Lpc"" Dallas TX mental health practice"
1275379398,Brian Levins,2143632345,108 WILD BASIN RD STE 250,West Lake Hills,TX,787463468,"Psychiatry & Neurology, Psychiatry",Organization,,"""Brian Levins"" West Lake Hills TX mental health practice"
1790482834,Bsw Geode Clinicians Of Texas,4698543263,610 S WATTERS RD STE 130,Allen,TX,750135008,"Psychiatry & Neurology, Psychiatry",Organization,,"""Bsw Geode Clinicians Of Texas"" Allen TX mental health practice"
1437941622,Cassandra Jones,9727091961,3500 OAK LAWN AVE STE 300,Dallas,TX,752194349,"Psychiatry & Neurology, Psychiatry",Organization,,"""Cassandra Jones"" Dallas TX mental health practice"
1780940619,Charles H Dukes,7194397003,4300 MACARTHUR AVE STE 260,Dallas,TX,752096628,"Psychiatry & Neurology, Psychiatry",Organization,,"""Charles H Dukes"" Dallas TX mental health practice"
1326829094,Chevelle Brudey,2144209301,14275 MIDWAY RD STE 200,Addison,TX,750013618,"Psychiatry & Neurology, Psychiatry",Organization,,"""Chevelle Brudey"" Addison TX mental health practice"
1184564536,Coachflow Central Medical,9723038274,5716 PLUMTREE DR,Dallas,TX,752524927,"Psychiatry & Neurology, Psychiatry",Organization,,"""Coachflow Central Medical"" Dallas TX mental health practice"
1114847753,Coachflow Central Medical,9723038274,5716 PLUMTREE DR,Dallas,TX,752524927,"Psychiatry & Neurology, Psychiatry",Organization,,"""Coachflow Central Medical"" Dallas TX mental health practice"
1497507933,Continuity Mental Health,4696788787,4213 DICKASON AVE. APT 28,Dallas,TX,75219,"Psychiatry & Neurology, Psychiatry",Organization,,"""Continuity Mental Health"" Dallas TX mental health practice"
1356218309,Curis Home Health,6828882287,12700 HILLCREST RD STE 125,Dallas,TX,752302009,"Registered Nurse, Home Health",Organization,,"""Curis Home Health"" Dallas TX mental health practice"
1194090001,Dallas County Hospital District,2142663400,801 CONOVER DR,Grand Prairie,TX,750511519,Internal Medicine,Organization,,"""Dallas County Hospital District"" Grand Prairie TX mental health practice"
1811939994,Dallas County Hospital District,2142660700,802 HOPKINS ST,Garland,TX,750407379,Internal Medicine,Organization,,"""Dallas County Hospital District"" Garland TX mental health practice"
1477597300,Dallas County Hospital District,2142660500,1400 N WESTMORELAND RD,Dallas,TX,752111656,Internal Medicine,Organization,,"""Dallas County Hospital District"" Dallas TX mental health practice"
1558308130,Dallas County Hospital District,2142661257,13551 DENNIS LN,Farmers Branch,TX,752344739,Family Medicine,Organization,,"""Dallas County Hospital District"" Farmers Branch TX mental health practice"
1780621441,Dallas County Hospital District,2145900153,5151 MAPLE AVE FL 4,Dallas,TX,752358136,Family Medicine,Organization,,"""Dallas County Hospital District"" Dallas TX mental health practice"
1669183265,Dallas County Hospital District,2143570391,10505 DENTON DR,Dallas,TX,752202630,Family Medicine,Organization,,"""Dallas County Hospital District"" Dallas TX mental health practice"
1699973735,Dallas County Hospital District,2142663000,1800 N BRITAIN RD,Irving,TX,750612630,Internal Medicine,Organization,https://www.irvingweekly.com/s/11761/Dallas-County-Hospital-District-Police-Celebrate-40-Years-of-Service-and-Innovation.php,"""Dallas County Hospital District"" Irving TX mental health practice"
1679515639,Dallas County Hospital District,2142664200,303 E OVERTON RD,Dallas,TX,752165946,Internal Medicine,Organization,,"""Dallas County Hospital District"" Dallas TX mental health practice"
1649278995,Dallas County Hospital District,2145908006,5200 HARRY HINES BLVD,Dallas,TX,752357709,"Psychiatry & Neurology, Psychiatry",Organization,,"""Dallas County Hospital District"" Dallas TX mental health practice"
1023239886,Dallas County Mental Health & Mental Retardation Center,2147431200,3242 REMOND DR,Dallas,TX,75211,"Psychiatry & Neurology, Psychiatry",Organization,,"""Dallas County Mental Health & Mental Retardation Center"" Dallas TX mental health practice"
1396538625,Dallas Psychiatry & Tms Center,4696803632,5307 E MOCKINGBIRD LN STE 915,Dallas,TX,752065111,"Psychiatry & Neurology, Psychiatry",Organization,https://tmstherapynearme.com/tms-clinics/texas/dallas/dallas-psychiatry-tms-center/,"""Dallas Psychiatry & Tms Center"" Dallas TX mental health practice"
1942126149,Dallas Psychiatry Group,4692462333,4040 N CENTRAL EXPY STE 670,Dallas,TX,752043158,"Psychiatry & Neurology, Psychiatry",Organization,,"""Dallas Psychiatry Group"" Dallas TX mental health practice"
1073792743,Daniel B Pearson Iii,2149431310,302 W 9TH ST SUITE D,Dallas,TX,732084834,"Psychiatry & Neurology, Psychiatry",Organization,,"""Daniel B Pearson Iii"" Dallas TX mental health practice"
1245350107,David G Kaiser,2813671015,8701 NEW TRAIL DR SUITE 150,The Woodlands,TX,773813527,"Psychiatry & Neurology, Psychiatry",Organization,,"""David G Kaiser"" The Woodlands TX mental health practice"
1942572573,Dawn L Shogren M.d.pa,9723922882,5485 BELT LINE RD SUITE 160,Dallas,TX,752547698,"Psychiatry & Neurology, Psychiatry",Organization,https://www.drshogren.com/,"""Dawn L Shogren M.d.pa"" Dallas TX mental health practice"
1831166453,Deharo Saldivar Health Center,2142660500,1400 N WESTMORELAND RD DEHARO SALDIVAR HEALTH CENTER,Dallas,TX,752111656,"Psychiatry & Neurology, Psychiatry",Organization,,"""Deharo Saldivar Health Center"" Dallas TX mental health practice"
1568729739,Dennis Raymond M.d.pa,9723922882,5485 BELT LINE RD SUITE 160,Dallas,TX,752547698,"Psychiatry & Neurology, Psychiatry",Organization,,"""Dennis Raymond M.d.pa"" Dallas TX mental health practice"
1497579825,Diamond Cross Psychiatry,9727091961,3500 OAK LAWN AVE STE 300,Dallas,TX,752194349,"Psychiatry & Neurology, Psychiatry",Organization,,"""Diamond Cross Psychiatry"" Dallas TX mental health practice"
1093696015,Discovery Texas Interventional Psychiatry,6467526643,3940 CAPITOL AVE,Dallas,TX,75204,"Psychiatry & Neurology, Psychiatry",Organization,https://discoverytexasinterventionalpsychiatry.com/about/,"""Discovery Texas Interventional Psychiatry"" Dallas TX mental health practice"
1821610528,Dr Erum Psychiatry,2145317535,8330 LYNDON B JOHNSON FWY STE 710,Dallas,TX,752431254,"Psychiatry & Neurology, Psychiatry",Organization,,"""Dr Erum Psychiatry"" Dallas TX mental health practice"
1386434744,Dr. Kate,2143632345,5910 N CENTRAL EXPY STE 1820,Dallas,TX,752060946,"Psychiatry & Neurology, Psychiatry",Organization,,"""Dr. Kate"" Dallas TX mental health practice"
1144900697,Ds Health And Wellness,9452240050,4801 S BUCKNER BLVD STE 500,Dallas,TX,752272375,"Psychiatry & Neurology, Psychiatry",Organization,,"""Ds Health And Wellness"" Dallas TX mental health practice"
1710474077,Duncanville Mental Health Services,9722839090,4333 GANNON LN STE 101,Dallas,TX,752374222,Community/Behavioral Health,Organization,,"""Duncanville Mental Health Services"" Dallas TX mental health practice"
1518934124,East Dallas Health Center,2142661000,3320 LIVE OAK ST EAST DALLAS HEALTH CENTER,Dallas,TX,752046109,Psychologist,Organization,,"""East Dallas Health Center"" Dallas TX mental health practice"
1417807264,Elan Psychiatry,8329794234,6550 LANGE CIR,Dallas,TX,752142489,"Psychiatry & Neurology, Psychiatry",Organization,https://elanpsychiatry.com/,"""Elan Psychiatry"" Dallas TX mental health practice"
1679321251,Eleanore Knox Psychiatry,9723825603,12720 HILLCREST RD STE 905,Dallas,TX,752302047,"Psychiatry & Neurology, Psychiatry",Organization,,"""Eleanore Knox Psychiatry"" Dallas TX mental health practice"
1558538520,Emergency Psychiatric Medicine,9725667260,7808 CLODUS FIELDS DR,Dallas,TX,752512206,"Psychiatry & Neurology, Psychiatry",Organization,,"""Emergency Psychiatric Medicine"" Dallas TX mental health practice"
1366951345,Entering Wellness Mental Health,9197936410,10100 N CENTRAL EXPY STE 275,Dallas,TX,752314458,Case Management,Organization,https://www.enteringwellness.com/,"""Entering Wellness Mental Health"" Dallas TX mental health practice"
1003251570,Eric B. Williams,2147025336,12801 N CENTRAL EXPY STE 350,Dallas,TX,752431716,"Psychiatry & Neurology, Psychiatry",Organization,,"""Eric B. Williams"" Dallas TX mental health practice"
1023740503,Essential Mental Wellness,9176672201,325 N SAINT PAUL ST STE 3100,Dallas,TX,752013923,"Psychiatry & Neurology, Psychiatry",Organization,,"""Essential Mental Wellness"" Dallas TX mental health practice"
1720581473,Forefront - Murdock Medical Services,9724490540,1717 MAIN ST STE 5850,Dallas,TX,752017317,"Psychiatry & Neurology, Psychiatry",Organization,,"""Forefront - Murdock Medical Services"" Dallas TX mental health practice"
1174035612,Forefront Telecare,9724490540,1717 MAIN ST STE 5850,Dallas,TX,752017317,"Psychiatry & Neurology, Psychiatry",Organization,https://accesstelecare.com/blog/soc-telemed-expands-behavioral-health-offering-with-acquisition-of-forefront-telecare-company-renamed-access-telecare/,"""Forefront Telecare"" Dallas TX mental health practice"
1194223933,Forefront-johnson Medical Service,8669592008,1717 MAIN ST STE 5850,Dallas,TX,752017317,"Psychiatry & Neurology, Psychiatry",Organization,,"""Forefront-johnson Medical Service"" Dallas TX mental health practice"
1659982551,Forefront-matteson Medical Services,9724490540,1717 MAIN ST STE 5850,Dallas,TX,752017317,"Psychiatry & Neurology, Psychiatry",Organization,,"""Forefront-matteson Medical Services"" Dallas TX mental health practice"
1588101745,Forefront-rosenzweig Medical Services Professional,9724490540,1717 MAIN ST STE 5850,Dallas,TX,752017317,"Psychiatry & Neurology, Psychiatry",Organization,,"""Forefront-rosenzweig Medical Services Professional"" Dallas TX mental health practice"
1083036651,Forefront-rush Medical Service,2546243999,1901 MEDI PARK DR STE 2058,Amarillo,TX,791062109,"Psychiatry & Neurology, Psychiatry",Organization,,"""Forefront-rush Medical Service"" Amarillo TX mental health practice"
1104141266,Fred L. Griffin,2143630800,8235 DOUGLAS AVE SUITE 822,Dallas,TX,752256015,"Psychiatry & Neurology, Psychiatry",Organization,,"""Fred L. Griffin"" Dallas TX mental health practice"
1518227842,Gayle Smith Blair,2149487779,3920 W WHEATLAND RD SUITE 108,Dallas,TX,752373401,"Psychiatry & Neurology, Psychiatry",Organization,,"""Gayle Smith Blair"" Dallas TX mental health practice"
1851037162,Geode Health Of Texas,4698543263,610 S WATTERS RD STE 130,Allen,TX,750135008,"Psychiatry & Neurology, Psychiatry",Organization,,"""Geode Health Of Texas"" Allen TX mental health practice"
1699742213,Geriatric Center & Senior Services,2145908369,1936 AMELIA CT GERIATRIC CENTER & SENIOR SERVICES,Dallas,TX,752357711,"Nurse Practitioner, Gerontology",Organization,,"""Geriatric Center & Senior Services"" Dallas TX mental health practice"
1225250657,Geriatric Psychiatry Associates,2145031336,12700 HILLCREST RD SUITE 260,Dallas,TX,752302033,"Psychiatry & Neurology, Psychiatry",Organization,,"""Geriatric Psychiatry Associates"" Dallas TX mental health practice"
1154139202,Green Peacock,4696693585,729 N BISHOP AVE,Dallas,TX,752084340,"Psychiatry & Neurology, Psychiatry",Organization,,"""Green Peacock"" Dallas TX mental health practice"
1114208733,H. Neil Jacobson,9722481717,17440 DALLAS PKWY SUITE 208,Dallas,TX,752877336,"Psychiatry & Neurology, Psychiatry",Organization,,"""H. Neil Jacobson"" Dallas TX mental health practice"
1154559193,Hatem Nour,5126664480,3101 S AUSTIN AVE,Georgetown,TX,786267541,"Psychiatry & Neurology, Psychiatry",Organization,,"""Hatem Nour"" Georgetown TX mental health practice"
1083272397,Healing Mind Psychiatry,9724726463,15150 PRESTON RD STE 300,Dallas,TX,752484871,"Psychiatry & Neurology, Psychiatry",Organization,https://healingmindpsychiatry.com/,"""Healing Mind Psychiatry"" Dallas TX mental health practice"
1992328934,Hfa Medical Services,4696661730,1430 REGAL ROW STE 300B,Dallas,TX,752473625,"Psychiatry & Neurology, Psychiatry",Organization,,"""Hfa Medical Services"" Dallas TX mental health practice"
1891796694,Hillcrest Family Health Center,2542022600,7300 BOSQUE BLVD,Waco,TX,767104023,Family Medicine,Organization,,"""Hillcrest Family Health Center"" Waco TX mental health practice"
1649294323,Hillcrest Physician Services,2542028599,50 HILLCREST MEDICAL BLVD STE 102,Waco,TX,767128953,Internal Medicine,Organization,,"""Hillcrest Physician Services"" Waco TX mental health practice"
1508674359,Hltx1,3108924284,100 CRESCENT CT STE 700,Dallas,TX,752012112,"Psychiatry & Neurology, Psychiatry",Organization,,"""Hltx1"" Dallas TX mental health practice"
1134937980,Hltx2,3108924284,100 CRESCENT CT STE 700,Dallas,TX,752012112,"Psychiatry & Neurology, Psychiatry",Organization,https://hltx2.org/,"""Hltx2"" Dallas TX mental health practice"
1255380176,Horizon Mental Health Management,9724208200,401 E CORPORATE DR STE 100,Lewisville,TX,750576426,"Psychiatry & Neurology, Psychiatry",Organization,,"""Horizon Mental Health Management"" Lewisville TX mental health practice"
1487336061,In Focus Mental Health,4699984890,8117 PRESTON RD STE 300,Dallas,TX,752256347,"Psychiatry & Neurology, Psychiatry",Organization,,"""In Focus Mental Health"" Dallas TX mental health practice"
1730995135,Indigo Psychiatry And Education Group,9723222316,17250 DALLAS PKWY,Dallas,TX,752481136,"Psychiatry & Neurology, Psychiatry",Organization,,"""Indigo Psychiatry And Education Group"" Dallas TX mental health practice"
1992206411,Inna Kogan,4697919000,13101 PRESTON RD STE 504,Dallas,TX,752405231,"Psychiatry & Neurology, Psychiatry",Organization,,"""Inna Kogan"" Dallas TX mental health practice"
1275322117,Intouch Behavioral Health,2147978767,12222 MERIT DR STE 130,Dallas,TX,752513236,"Clinic/Center, Mental Health (Including Community Mental Health Center)",Organization,https://www.intouchbehavioralhealth.net/,"""Intouch Behavioral Health"" Dallas TX mental health practice"
1144192956,Iroko Psychiatry,4695134000,325 N SAINT PAUL ST STE 3100,Dallas,TX,752013923,"Psychiatry & Neurology, Psychiatry",Organization,https://www.irokopsychiatry.com/,"""Iroko Psychiatry"" Dallas TX mental health practice"
1093102121,Iwc Health Solutions,4695549396,920 S BELT LINE RD SUITE 300,Coppell,TX,750194531,Family Medicine,Organization,,"""Iwc Health Solutions"" Coppell TX mental health practice"
1669661799,J. Michael Brennan,2148242273,7557 RAMBLER RD STE 565,Dallas,TX,752312373,"Psychiatry & Neurology, Psychiatry",Organization,,"""J. Michael Brennan"" Dallas TX mental health practice"
1699485284,Jay Italiya,9722002426,13747 MONTFORT DR STE 320,Dallas,TX,752404454,"Psychiatry & Neurology, Psychiatry",Organization,,"""Jay Italiya"" Dallas TX mental health practice"
1942831110,Jbutlermdphd,2147647986,3106 SWISS AVE,Dallas,TX,752046025,"Psychiatry & Neurology, Psychiatry",Organization,,"""Jbutlermdphd"" Dallas TX mental health practice"
1427465533,John R Debus,2143739300,5477 GLEN LAKES DR SUITE 150,Dallas,TX,752310946,"Psychiatry & Neurology, Sleep Medicine",Organization,,"""John R Debus"" Dallas TX mental health practice"
1083438824,Kind Health Texas,2147175884,3333 WELBORN ST STE 300,Dallas,TX,752195154,"Psychiatry & Neurology, Psychiatry",Organization,https://kindtexas.com/,"""Kind Health Texas"" Dallas TX mental health practice"
1437395472,Leslie H. Secrest,2143457355,8222 DOUGLAS AVE STE 604,Dallas,TX,752255937,"Psychiatry & Neurology, Psychiatry",Organization,https://www.secrestmd.com/,"""Leslie H. Secrest"" Dallas TX mental health practice"
1902951221,Living Well Dallas,9729300260,17000 PRESTON RD STE 400,Dallas,TX,752481201,Internal Medicine,Organization,https://livingwelldallas.com/,"""Living Well Dallas"" Dallas TX mental health practice"
1134016173,Luster Psychiatry And Associates,9452574223,400 N SAINT PAUL ST STE 710,Dallas,TX,752016843,Community/Behavioral Health,Organization,,"""Luster Psychiatry And Associates"" Dallas TX mental health practice"
1538653753,Manju R. Goyal M.d. Psychiatry,9725980285,12700 HILLCREST RD STE 125,Dallas,TX,752302009,"Psychiatry & Neurology, Psychiatry",Organization,,"""Manju R. Goyal M.d. Psychiatry"" Dallas TX mental health practice"
1417079815,Marc S. Litle,2143618384,5944 LUTHER LN STE. 800,Dallas,TX,752255942,"Psychiatry & Neurology, Psychiatry",Organization,,"""Marc S. Litle"" Dallas TX mental health practice"
1194039644,Martin H. Schaffer,2143733031,9400 N. CENTRAL EXPY SUITE 1212,Dallas,TX,752315032,"Psychiatry & Neurology, Psychiatry",Organization,,"""Martin H. Schaffer"" Dallas TX mental health practice"
1942702238,Meditelecare Of Texas,8607886404,1999 BRYAN ST STE 900,Dallas,TX,752013140,Psychologist,Organization,,"""Meditelecare Of Texas"" Dallas TX mental health practice"
1194345959,Medplus Physician Group,4695024772,8585 N STEMMONS FWY STE S-105,Dallas,TX,752473836,Surgery,Organization,https://medplusdfw.com/,"""Medplus Physician Group"" Dallas TX mental health practice"
1891816617,Metroplex Medlink,9722232760,2000 NORTH OLD HICKORY TRAIL,Desoto,TX,751157809,"Psychiatry & Neurology, Psychiatry",Organization,,"""Metroplex Medlink"" Desoto TX mental health practice"
1689866030,Michael Downing,2148682345,5445 LA SIERRA DR SUITE 101,Dallas,TX,752314139,"Psychiatry & Neurology, Psychiatry",Organization,,"""Michael Downing"" Dallas TX mental health practice"
1609101203,Michael J. Barber,8323841560,2180 NORTH LOOP W STE 450,Houston,TX,770188014,"Psychiatry & Neurology, Psychiatry",Organization,http://www.michaelbarbermd.com/,"""Michael J. Barber"" Houston TX mental health practice"
1679719751,Micky Gautam,2142239235,800 KIRNWOOD DR,Desoto,TX,751152000,"Psychiatry & Neurology, Psychiatry",Organization,,"""Micky Gautam"" Desoto TX mental health practice"
1023495447,Mihaela V. Stoica,9727091961,3500 OAKLAWN AVE STE 300,Dallas,TX,752194349,"Psychiatry & Neurology, Psychiatry",Organization,,"""Mihaela V. Stoica"" Dallas TX mental health practice"
1588526040,Mind Haven Psychiatry,4692099161,5050 QUORUM DR STE 700,Dallas,TX,752541410,"Psychiatry & Neurology, Psychiatry",Organization,https://www.mindhavencares.com/,"""Mind Haven Psychiatry"" Dallas TX mental health practice"
1538933080,Mind Vibe,3465561185,7777 SOUTHWEST FWY STE 934,Houston,TX,770741813,"Psychiatry & Neurology, Psychiatry",Organization,https://www.mindvibe.com/location/texas/houston/,"""Mind Vibe"" Houston TX mental health practice"
1689597148,Mindful Thinking Matters,8164338984,629 GARDEN BROOK LN,Desoto,TX,751155547,"Psychiatry & Neurology, Psychiatry",Organization,https://mindfulthinkingmatters.com/,"""Mindful Thinking Matters"" Desoto TX mental health practice"
1073482105,Mindpath Health Texas,8555011004,2801 NETWORK BLVD STE 220,Frisco,TX,750341880,"Psychiatry & Neurology, Psychiatry",Organization,,"""Mindpath Health Texas"" Frisco TX mental health practice"
1831756303,Molina Psychiatric Associates,8178730595,17300 DALLAS PKWY STE 1005,Dallas,TX,752481145,"Psychiatry & Neurology, Psychiatry",Organization,https://molinapsychiatricassociates.com/,"""Molina Psychiatric Associates"" Dallas TX mental health practice"
1447641246,Murphy Psychiatric Services,9725518685,5550 LYNDON B JOHNSON FWY SUITE 150,Dallas,TX,752406217,"Psychiatry & Neurology, Psychiatry",Organization,,"""Murphy Psychiatric Services"" Dallas TX mental health practice"
1780864058,Nathaniel Kho,9722475884,9 MEDICAL PKWY STE 107,Dallas,TX,752347852,"Psychiatry & Neurology, Neurology",Organization,,"""Nathaniel Kho"" Dallas TX mental health practice"
1467785311,Neurobemd,8172881310,1400 W NORTHWEST HWY SUITE 200D,Grapevine,TX,760518116,"Psychiatry & Neurology, Psychiatry",Organization,,"""Neurobemd"" Grapevine TX mental health practice"
1871791343,Neurobemd,2146921900,9900 N CENTRAL EXPY SUITE 500,Dallas,TX,752314395,"Psychiatry & Neurology, Psychiatry",Organization,,"""Neurobemd"" Dallas TX mental health practice"
1346700275,Neurocognitive Specialty Group,8886060086,112 MAGNOLIA ESTATES DR,League City,TX,775734613,Clinical Neuropsychologist,Organization,https://neurocognitivespecialtygroup.com/,"""Neurocognitive Specialty Group"" League City TX mental health practice"
1508670951,Nicole Quiterio,9727559155,4245 N CENTRAL EXPY STE 260,Dallas,TX,752054581,"Psychiatry & Neurology, Child & Adolescent Psychiatry",Organization,https://nicolequiteriomd.com/,"""Nicole Quiterio"" Dallas TX mental health practice"
1457720120,North Texas Behavioral Health Authority,2143669407,8111 LYNDON B JOHNSON FWY STE 900,Dallas,TX,752511322,"Psychiatry & Neurology, Psychiatry",Organization,,"""North Texas Behavioral Health Authority"" Dallas TX mental health practice"
1407488463,North Texas Behavioral Health Authority,2143669407,8111 LYNDON B JOHNSON FWY STE 900,Dallas,TX,752511322,Community/Behavioral Health,Organization,,"""North Texas Behavioral Health Authority"" Dallas TX mental health practice"
1952689960,North Texas Mental Health,9724395540,13140 COIT RD SUITE 118,Dallas,TX,752405755,"Psychiatry & Neurology, Psychiatry",Organization,https://www.naminorthtexas.org/,"""North Texas Mental Health"" Dallas TX mental health practice"
1124884903,Novumhealth Medical Group Tx,9196191368,3419 WESTMINSTER AVE STE 335,Dallas,TX,752051387,"Psychiatry & Neurology, Psychiatry",Organization,,"""Novumhealth Medical Group Tx"" Dallas TX mental health practice"
1154398758,Oak West Health Center,2142661450,4201 BROOK SPRING DR OAK WEST HEALTH CENTER,Dallas,TX,752244938,Psychologist,Organization,,"""Oak West Health Center"" Dallas TX mental health practice"
1033733266,One Tribe Foundation,6829906242,855 TEXAS ST STE 105,Fort Worth,TX,761024574,"Counselor, Mental Health",Organization,,"""One Tribe Foundation"" Fort Worth TX mental health practice"
1780512541,Panacea Therapy Solutions,8883392747,5440 HARVEST HILL RD STE 230,Dallas,TX,752306424,"Psychiatry & Neurology, Psychiatry",Organization,,"""Panacea Therapy Solutions"" Dallas TX mental health practice"
1891527412,Paresh Jaini,8176626341,7000 US 287 HWY,Arlington,TX,760012805,"Psychiatry & Neurology, Psychiatry",Organization,,"""Paresh Jaini"" Arlington TX mental health practice"
1275753246,Park Cities Psychiatry,2145227240,5110 TRACY ST,Dallas,TX,752053302,"Psychiatry & Neurology, Psychiatry",Organization,https://www.parkcitiespsych.com/,"""Park Cities Psychiatry"" Dallas TX mental health practice"
1306693312,Paula C Dobbs-wiggins,2143736400,10300 N CENTRAL EXPY STE 350,Dallas,TX,752318616,"Psychiatry & Neurology, Psychiatry",Organization,,"""Paula C Dobbs-wiggins"" Dallas TX mental health practice"
1316736192,Perioperative And Internal Medicine Group,2142383074,8220 WALNUT HILL LN STE 600,Dallas,TX,752314433,Internal Medicine,Organization,,"""Perioperative And Internal Medicine Group"" Dallas TX mental health practice"
1962026724,R. Dani,2149453710,5925 FOREST LN STE 416,Dallas,TX,752302713,"Psychiatry & Neurology, Psychiatry",Organization,,"""R. Dani"" Dallas TX mental health practice"
1699579862,Radiant Wellness Solutions,4693898959,12801 N CENTRAL EXPY STE 400,Dallas,TX,752431716,"Pain Medicine, Interventional Pain Medicine",Organization,https://www.radiantwellnesssolutions.com/schedule/yogaforstress,"""Radiant Wellness Solutions"" Dallas TX mental health practice"
1245467331,Ralph G Hodges,9729515513,3030 MCKINNEY AVE APT# 301,Dallas,TX,752047425,"Psychiatry & Neurology, Psychiatry",Organization,,"""Ralph G Hodges"" Dallas TX mental health practice"
